,Sample_ID,SampleDate,Genus_type,Measured_number,Length_um,Width1_um,Width2_um,Diameter_col_um,Diameter_cell_um,Size_cat
1037,20210809-36-873,8/9/2021,Dictyosphaerium,N17,NA,NA,NA,NA,NA,
1038,20210809-36-873,8/9/2021,Dictyosphaerium,N18,NA,NA,NA,NA,NA,
1039,20210809-36-873,8/9/2021,Dictyosphaerium,N19,NA,NA,NA,NA,NA,
1040,20210809-36-873,8/9/2021,Dictyosphaerium,N20,NA,NA,NA,NA,NA,
1041,20210809-36-873,8/9/2021,Dimorphococcus,N1,NA,NA,NA,NA,NA,
1042,20210809-36-873,8/9/2021,Dimorphococcus,N2,NA,NA,NA,NA,NA,
1043,20210809-36-873,8/9/2021,Dimorphococcus,N3,NA,NA,NA,NA,NA,
1044,20210809-36-873,8/9/2021,Dimorphococcus,N4,NA,NA,NA,NA,NA,
1045,20210809-36-873,8/9/2021,Dimorphococcus,N5,NA,NA,NA,NA,NA,
1046,20210809-36-873,8/9/2021,Dimorphococcus,N6,NA,NA,NA,NA,NA,
1047,20210809-36-873,8/9/2021,Dimorphococcus,N7,NA,NA,NA,NA,NA,
1048,20210809-36-873,8/9/2021,Dimorphococcus,N8,NA,NA,NA,NA,NA,
1049,20210809-36-873,8/9/2021,Dimorphococcus,N9,NA,NA,NA,NA,NA,
1050,20210809-36-873,8/9/2021,Dimorphococcus,N10,NA,NA,NA,NA,NA,
1051,20210809-36-873,8/9/2021,Dimorphococcus,N11,NA,NA,NA,NA,NA,
1052,20210809-36-873,8/9/2021,Dimorphococcus,N12,NA,NA,NA,NA,NA,
1053,20210809-36-873,8/9/2021,Dimorphococcus,N13,NA,NA,NA,NA,NA,
1054,20210809-36-873,8/9/2021,Dimorphococcus,N14,NA,NA,NA,NA,NA,
1055,20210809-36-873,8/9/2021,Dimorphococcus,N15,NA,NA,NA,NA,NA,
1056,20210809-36-873,8/9/2021,Dimorphococcus,N16,NA,NA,NA,NA,NA,
1057,20210809-36-873,8/9/2021,Dimorphococcus,N17,NA,NA,NA,NA,NA,
1058,20210809-36-873,8/9/2021,Dimorphococcus,N18,NA,NA,NA,NA,NA,
1059,20210809-36-873,8/9/2021,Dimorphococcus,N19,NA,NA,NA,NA,NA,
1060,20210809-36-873,8/9/2021,Dimorphococcus,N20,NA,NA,NA,NA,NA,
1061,20210809-36-873,8/9/2021,Eutetramorus,N1,NA,NA,NA,NA,NA,
1062,20210809-36-873,8/9/2021,Eutetramorus,N2,NA,NA,NA,NA,NA,
1063,20210809-36-873,8/9/2021,Eutetramorus,N3,NA,NA,NA,NA,NA,
1064,20210809-36-873,8/9/2021,Eutetramorus,N4,NA,NA,NA,NA,NA,
1065,20210809-36-873,8/9/2021,Eutetramorus,N5,NA,NA,NA,NA,NA,
1066,20210809-36-873,8/9/2021,Eutetramorus,N6,NA,NA,NA,NA,NA,
1067,20210809-36-873,8/9/2021,Eutetramorus,N7,NA,NA,NA,NA,NA,
1068,20210809-36-873,8/9/2021,Eutetramorus,N8,NA,NA,NA,NA,NA,
1069,20210809-36-873,8/9/2021,Eutetramorus,N9,NA,NA,NA,NA,NA,
1070,20210809-36-873,8/9/2021,Eutetramorus,N10,NA,NA,NA,NA,NA,
1071,20210809-36-873,8/9/2021,Eutetramorus,N11,NA,NA,NA,NA,NA,
1072,20210809-36-873,8/9/2021,Eutetramorus,N12,NA,NA,NA,NA,NA,
1073,20210809-36-873,8/9/2021,Eutetramorus,N13,NA,NA,NA,NA,NA,
1074,20210809-36-873,8/9/2021,Eutetramorus,N14,NA,NA,NA,NA,NA,
1075,20210809-36-873,8/9/2021,Eutetramorus,N15,NA,NA,NA,NA,NA,
1076,20210809-36-873,8/9/2021,Eutetramorus,N16,NA,NA,NA,NA,NA,
1077,20210809-36-873,8/9/2021,Eutetramorus,N17,NA,NA,NA,NA,NA,
1078,20210809-36-873,8/9/2021,Eutetramorus,N18,NA,NA,NA,NA,NA,
1079,20210809-36-873,8/9/2021,Eutetramorus,N19,NA,NA,NA,NA,NA,
1080,20210809-36-873,8/9/2021,Eutetramorus,N20,NA,NA,NA,NA,NA,
1081,20210809-36-873,8/9/2021,Franceia,N1,NA,NA,NA,NA,NA,
1082,20210809-36-873,8/9/2021,Franceia,N2,NA,NA,NA,NA,NA,
1083,20210809-36-873,8/9/2021,Franceia,N3,NA,NA,NA,NA,NA,
1084,20210809-36-873,8/9/2021,Franceia,N4,NA,NA,NA,NA,NA,
1085,20210809-36-873,8/9/2021,Franceia,N5,NA,NA,NA,NA,NA,
1086,20210809-36-873,8/9/2021,Franceia,N6,NA,NA,NA,NA,NA,
1087,20210809-36-873,8/9/2021,Franceia,N7,NA,NA,NA,NA,NA,
1088,20210809-36-873,8/9/2021,Franceia,N8,NA,NA,NA,NA,NA,
1089,20210809-36-873,8/9/2021,Franceia,N9,NA,NA,NA,NA,NA,
1090,20210809-36-873,8/9/2021,Franceia,N10,NA,NA,NA,NA,NA,
1091,20210809-36-873,8/9/2021,Franceia,N11,NA,NA,NA,NA,NA,
1092,20210809-36-873,8/9/2021,Franceia,N12,NA,NA,NA,NA,NA,
1093,20210809-36-873,8/9/2021,Franceia,N13,NA,NA,NA,NA,NA,
1094,20210809-36-873,8/9/2021,Franceia,N14,NA,NA,NA,NA,NA,
1095,20210809-36-873,8/9/2021,Franceia,N15,NA,NA,NA,NA,NA,
1096,20210809-36-873,8/9/2021,Franceia,N16,NA,NA,NA,NA,NA,
1097,20210809-36-873,8/9/2021,Franceia,N17,NA,NA,NA,NA,NA,
1098,20210809-36-873,8/9/2021,Franceia,N18,NA,NA,NA,NA,NA,
1099,20210809-36-873,8/9/2021,Franceia,N19,NA,NA,NA,NA,NA,
1100,20210809-36-873,8/9/2021,Franceia,N20,NA,NA,NA,NA,NA,
1101,20210809-36-873,8/9/2021,Golenkinia,N1,NA,NA,NA,NA,NA,
1102,20210809-36-873,8/9/2021,Golenkinia,N2,NA,NA,NA,NA,NA,
1103,20210809-36-873,8/9/2021,Golenkinia,N3,NA,NA,NA,NA,NA,
1104,20210809-36-873,8/9/2021,Golenkinia,N4,NA,NA,NA,NA,NA,
1105,20210809-36-873,8/9/2021,Golenkinia,N5,NA,NA,NA,NA,NA,
1106,20210809-36-873,8/9/2021,Golenkinia,N6,NA,NA,NA,NA,NA,
1107,20210809-36-873,8/9/2021,Golenkinia,N7,NA,NA,NA,NA,NA,
1108,20210809-36-873,8/9/2021,Golenkinia,N8,NA,NA,NA,NA,NA,
1109,20210809-36-873,8/9/2021,Golenkinia,N9,NA,NA,NA,NA,NA,
1110,20210809-36-873,8/9/2021,Golenkinia,N10,NA,NA,NA,NA,NA,
1111,20210809-36-873,8/9/2021,Golenkinia,N11,NA,NA,NA,NA,NA,
1112,20210809-36-873,8/9/2021,Golenkinia,N12,NA,NA,NA,NA,NA,
1113,20210809-36-873,8/9/2021,Golenkinia,N13,NA,NA,NA,NA,NA,
1114,20210809-36-873,8/9/2021,Golenkinia,N14,NA,NA,NA,NA,NA,
1115,20210809-36-873,8/9/2021,Golenkinia,N15,NA,NA,NA,NA,NA,
1116,20210809-36-873,8/9/2021,Golenkinia,N16,NA,NA,NA,NA,NA,
1117,20210809-36-873,8/9/2021,Golenkinia,N17,NA,NA,NA,NA,NA,
1118,20210809-36-873,8/9/2021,Golenkinia,N18,NA,NA,NA,NA,NA,
1119,20210809-36-873,8/9/2021,Golenkinia,N19,NA,NA,NA,NA,NA,
1120,20210809-36-873,8/9/2021,Golenkinia,N20,NA,NA,NA,NA,NA,
1121,20210809-36-873,8/9/2021,Gomphonema,N1,NA,NA,NA,NA,NA,
1122,20210809-36-873,8/9/2021,Gomphonema,N2,NA,NA,NA,NA,NA,
1123,20210809-36-873,8/9/2021,Gomphonema,N3,NA,NA,NA,NA,NA,
1124,20210809-36-873,8/9/2021,Gomphonema,N4,NA,NA,NA,NA,NA,
1125,20210809-36-873,8/9/2021,Gomphonema,N5,NA,NA,NA,NA,NA,
1126,20210809-36-873,8/9/2021,Gomphonema,N6,NA,NA,NA,NA,NA,
1127,20210809-36-873,8/9/2021,Gomphonema,N7,NA,NA,NA,NA,NA,
1128,20210809-36-873,8/9/2021,Gomphonema,N8,NA,NA,NA,NA,NA,
1129,20210809-36-873,8/9/2021,Gomphonema,N9,NA,NA,NA,NA,NA,
1130,20210809-36-873,8/9/2021,Gomphonema,N10,NA,NA,NA,NA,NA,
1131,20210809-36-873,8/9/2021,Gomphonema,N11,NA,NA,NA,NA,NA,
1132,20210809-36-873,8/9/2021,Gomphonema,N12,NA,NA,NA,NA,NA,
1133,20210809-36-873,8/9/2021,Gomphonema,N13,NA,NA,NA,NA,NA,
1134,20210809-36-873,8/9/2021,Gomphonema,N14,NA,NA,NA,NA,NA,
1135,20210809-36-873,8/9/2021,Gomphonema,N15,NA,NA,NA,NA,NA,
1136,20210809-36-873,8/9/2021,Gomphonema,N16,NA,NA,NA,NA,NA,
1137,20210809-36-873,8/9/2021,Gomphonema,N17,NA,NA,NA,NA,NA,
1138,20210809-36-873,8/9/2021,Gomphonema,N18,NA,NA,NA,NA,NA,
1139,20210809-36-873,8/9/2021,Gomphonema,N19,NA,NA,NA,NA,NA,
1140,20210809-36-873,8/9/2021,Gomphonema,N20,NA,NA,NA,NA,NA,
1141,20210809-36-873,8/9/2021,Gonium,N1,NA,NA,NA,NA,NA,
1142,20210809-36-873,8/9/2021,Gonium,N2,NA,NA,NA,NA,NA,
1143,20210809-36-873,8/9/2021,Gonium,N3,NA,NA,NA,NA,NA,
1144,20210809-36-873,8/9/2021,Gonium,N4,NA,NA,NA,NA,NA,
1145,20210809-36-873,8/9/2021,Gonium,N5,NA,NA,NA,NA,NA,
1146,20210809-36-873,8/9/2021,Gonium,N6,NA,NA,NA,NA,NA,
1147,20210809-36-873,8/9/2021,Gonium,N7,NA,NA,NA,NA,NA,
1148,20210809-36-873,8/9/2021,Gonium,N8,NA,NA,NA,NA,NA,
1149,20210809-36-873,8/9/2021,Gonium,N9,NA,NA,NA,NA,NA,
1150,20210809-36-873,8/9/2021,Gonium,N10,NA,NA,NA,NA,NA,
1151,20210809-36-873,8/9/2021,Gonium,N11,NA,NA,NA,NA,NA,
1152,20210809-36-873,8/9/2021,Gonium,N12,NA,NA,NA,NA,NA,
1153,20210809-36-873,8/9/2021,Gonium,N13,NA,NA,NA,NA,NA,
1154,20210809-36-873,8/9/2021,Gonium,N14,NA,NA,NA,NA,NA,
1155,20210809-36-873,8/9/2021,Gonium,N15,NA,NA,NA,NA,NA,
1156,20210809-36-873,8/9/2021,Gonium,N16,NA,NA,NA,NA,NA,
1157,20210809-36-873,8/9/2021,Gonium,N17,NA,NA,NA,NA,NA,
1158,20210809-36-873,8/9/2021,Gonium,N18,NA,NA,NA,NA,NA,
1159,20210809-36-873,8/9/2021,Gonium,N19,NA,NA,NA,NA,NA,
1160,20210809-36-873,8/9/2021,Gonium,N20,NA,NA,NA,NA,NA,
1161,20210809-36-873,8/9/2021,Gyrosigma,N1,NA,NA,NA,NA,NA,
1162,20210809-36-873,8/9/2021,Gyrosigma,N2,NA,NA,NA,NA,NA,
1163,20210809-36-873,8/9/2021,Gyrosigma,N3,NA,NA,NA,NA,NA,
1164,20210809-36-873,8/9/2021,Gyrosigma,N4,NA,NA,NA,NA,NA,
1165,20210809-36-873,8/9/2021,Gyrosigma,N5,NA,NA,NA,NA,NA,
1166,20210809-36-873,8/9/2021,Gyrosigma,N6,NA,NA,NA,NA,NA,
1167,20210809-36-873,8/9/2021,Gyrosigma,N7,NA,NA,NA,NA,NA,
1168,20210809-36-873,8/9/2021,Gyrosigma,N8,NA,NA,NA,NA,NA,
1169,20210809-36-873,8/9/2021,Gyrosigma,N9,NA,NA,NA,NA,NA,
1170,20210809-36-873,8/9/2021,Gyrosigma,N10,NA,NA,NA,NA,NA,
1171,20210809-36-873,8/9/2021,Gyrosigma,N11,NA,NA,NA,NA,NA,
1172,20210809-36-873,8/9/2021,Gyrosigma,N12,NA,NA,NA,NA,NA,
1173,20210809-36-873,8/9/2021,Gyrosigma,N13,NA,NA,NA,NA,NA,
1174,20210809-36-873,8/9/2021,Gyrosigma,N14,NA,NA,NA,NA,NA,
1175,20210809-36-873,8/9/2021,Gyrosigma,N15,NA,NA,NA,NA,NA,
1176,20210809-36-873,8/9/2021,Gyrosigma,N16,NA,NA,NA,NA,NA,
1177,20210809-36-873,8/9/2021,Gyrosigma,N17,NA,NA,NA,NA,NA,
1178,20210809-36-873,8/9/2021,Gyrosigma,N18,NA,NA,NA,NA,NA,
1179,20210809-36-873,8/9/2021,Gyrosigma,N19,NA,NA,NA,NA,NA,
1180,20210809-36-873,8/9/2021,Gyrosigma,N20,NA,NA,NA,NA,NA,
1181,20210809-36-873,8/9/2021,Kirchneriella,N1,5,2.5,NA,NA,NA,
1182,20210809-36-873,8/9/2021,Kirchneriella,N2,5,2.5,NA,NA,NA,
1183,20210809-36-873,8/9/2021,Kirchneriella,N3,5,2.5,NA,NA,NA,
1184,20210809-36-873,8/9/2021,Kirchneriella,N4,NA,NA,NA,NA,NA,
1185,20210809-36-873,8/9/2021,Kirchneriella,N5,NA,NA,NA,NA,NA,
1186,20210809-36-873,8/9/2021,Kirchneriella,N6,NA,NA,NA,NA,NA,
1187,20210809-36-873,8/9/2021,Kirchneriella,N7,NA,NA,NA,NA,NA,
1188,20210809-36-873,8/9/2021,Kirchneriella,N8,NA,NA,NA,NA,NA,
1189,20210809-36-873,8/9/2021,Kirchneriella,N9,NA,NA,NA,NA,NA,
1190,20210809-36-873,8/9/2021,Kirchneriella,N10,NA,NA,NA,NA,NA,
1191,20210809-36-873,8/9/2021,Kirchneriella,N11,NA,NA,NA,NA,NA,
1192,20210809-36-873,8/9/2021,Kirchneriella,N12,NA,NA,NA,NA,NA,
1193,20210809-36-873,8/9/2021,Kirchneriella,N13,NA,NA,NA,NA,NA,
1194,20210809-36-873,8/9/2021,Kirchneriella,N14,NA,NA,NA,NA,NA,
1195,20210809-36-873,8/9/2021,Kirchneriella,N15,NA,NA,NA,NA,NA,
1196,20210809-36-873,8/9/2021,Kirchneriella,N16,NA,NA,NA,NA,NA,
1197,20210809-36-873,8/9/2021,Kirchneriella,N17,NA,NA,NA,NA,NA,
1198,20210809-36-873,8/9/2021,Kirchneriella,N18,NA,NA,NA,NA,NA,
1199,20210809-36-873,8/9/2021,Kirchneriella,N19,NA,NA,NA,NA,NA,
1200,20210809-36-873,8/9/2021,Kirchneriella,N20,NA,NA,NA,NA,NA,
1201,20210809-36-873,8/9/2021,Lagerheimia,N1,NA,NA,NA,NA,7.5,
1202,20210809-36-873,8/9/2021,Lagerheimia,N2,NA,NA,NA,NA,NA,
1203,20210809-36-873,8/9/2021,Lagerheimia,N3,NA,NA,NA,NA,NA,
1204,20210809-36-873,8/9/2021,Lagerheimia,N4,NA,NA,NA,NA,NA,
1205,20210809-36-873,8/9/2021,Lagerheimia,N5,NA,NA,NA,NA,NA,
1206,20210809-36-873,8/9/2021,Lagerheimia,N6,NA,NA,NA,NA,NA,
1207,20210809-36-873,8/9/2021,Lagerheimia,N7,NA,NA,NA,NA,NA,
1208,20210809-36-873,8/9/2021,Lagerheimia,N8,NA,NA,NA,NA,NA,
1209,20210809-36-873,8/9/2021,Lagerheimia,N9,NA,NA,NA,NA,NA,
1210,20210809-36-873,8/9/2021,Lagerheimia,N10,NA,NA,NA,NA,NA,
1211,20210809-36-873,8/9/2021,Lagerheimia,N11,NA,NA,NA,NA,NA,
1212,20210809-36-873,8/9/2021,Lagerheimia,N12,NA,NA,NA,NA,NA,
1213,20210809-36-873,8/9/2021,Lagerheimia,N13,NA,NA,NA,NA,NA,
1214,20210809-36-873,8/9/2021,Lagerheimia,N14,NA,NA,NA,NA,NA,
1215,20210809-36-873,8/9/2021,Lagerheimia,N15,NA,NA,NA,NA,NA,
1216,20210809-36-873,8/9/2021,Lagerheimia,N16,NA,NA,NA,NA,NA,
1217,20210809-36-873,8/9/2021,Lagerheimia,N17,NA,NA,NA,NA,NA,
1218,20210809-36-873,8/9/2021,Lagerheimia,N18,NA,NA,NA,NA,NA,
1219,20210809-36-873,8/9/2021,Lagerheimia,N19,NA,NA,NA,NA,NA,
1220,20210809-36-873,8/9/2021,Lagerheimia,N20,NA,NA,NA,NA,NA,
1221,20210809-36-873,8/9/2021,Lyngbya,N1,NA,NA,NA,NA,NA,
1222,20210809-36-873,8/9/2021,Lyngbya,N2,NA,NA,NA,NA,NA,
1223,20210809-36-873,8/9/2021,Lyngbya,N3,NA,NA,NA,NA,NA,
1224,20210809-36-873,8/9/2021,Lyngbya,N4,NA,NA,NA,NA,NA,
1225,20210809-36-873,8/9/2021,Lyngbya,N5,NA,NA,NA,NA,NA,
1226,20210809-36-873,8/9/2021,Lyngbya,N6,NA,NA,NA,NA,NA,
1227,20210809-36-873,8/9/2021,Lyngbya,N7,NA,NA,NA,NA,NA,
1228,20210809-36-873,8/9/2021,Lyngbya,N8,NA,NA,NA,NA,NA,
1229,20210809-36-873,8/9/2021,Lyngbya,N9,NA,NA,NA,NA,NA,
1230,20210809-36-873,8/9/2021,Lyngbya,N10,NA,NA,NA,NA,NA,
1231,20210809-36-873,8/9/2021,Lyngbya,N11,NA,NA,NA,NA,NA,
1232,20210809-36-873,8/9/2021,Lyngbya,N12,NA,NA,NA,NA,NA,
1233,20210809-36-873,8/9/2021,Lyngbya,N13,NA,NA,NA,NA,NA,
1234,20210809-36-873,8/9/2021,Lyngbya,N14,NA,NA,NA,NA,NA,
1235,20210809-36-873,8/9/2021,Lyngbya,N15,NA,NA,NA,NA,NA,
1236,20210809-36-873,8/9/2021,Lyngbya,N16,NA,NA,NA,NA,NA,
1237,20210809-36-873,8/9/2021,Lyngbya,N17,NA,NA,NA,NA,NA,
1238,20210809-36-873,8/9/2021,Lyngbya,N18,NA,NA,NA,NA,NA,
1239,20210809-36-873,8/9/2021,Lyngbya,N19,NA,NA,NA,NA,NA,
1240,20210809-36-873,8/9/2021,Lyngbya,N20,NA,NA,NA,NA,NA,
1241,20210809-36-873,8/9/2021,Nitzschia,N1,NA,NA,NA,NA,NA,
1242,20210809-36-873,8/9/2021,Nitzschia,N2,NA,NA,NA,NA,NA,
1243,20210809-36-873,8/9/2021,Nitzschia,N3,NA,NA,NA,NA,NA,
1244,20210809-36-873,8/9/2021,Nitzschia,N4,NA,NA,NA,NA,NA,
1245,20210809-36-873,8/9/2021,Nitzschia,N5,NA,NA,NA,NA,NA,
1246,20210809-36-873,8/9/2021,Nitzschia,N6,NA,NA,NA,NA,NA,
1247,20210809-36-873,8/9/2021,Nitzschia,N7,NA,NA,NA,NA,NA,
1248,20210809-36-873,8/9/2021,Nitzschia,N8,NA,NA,NA,NA,NA,
1249,20210809-36-873,8/9/2021,Nitzschia,N9,NA,NA,NA,NA,NA,
1250,20210809-36-873,8/9/2021,Nitzschia,N10,NA,NA,NA,NA,NA,
1251,20210809-36-873,8/9/2021,Nitzschia,N11,NA,NA,NA,NA,NA,
1252,20210809-36-873,8/9/2021,Nitzschia,N12,NA,NA,NA,NA,NA,
1253,20210809-36-873,8/9/2021,Nitzschia,N13,NA,NA,NA,NA,NA,
1254,20210809-36-873,8/9/2021,Nitzschia,N14,NA,NA,NA,NA,NA,
1255,20210809-36-873,8/9/2021,Nitzschia,N15,NA,NA,NA,NA,NA,
1256,20210809-36-873,8/9/2021,Nitzschia,N16,NA,NA,NA,NA,NA,
1257,20210809-36-873,8/9/2021,Nitzschia,N17,NA,NA,NA,NA,NA,
1258,20210809-36-873,8/9/2021,Nitzschia,N18,NA,NA,NA,NA,NA,
1259,20210809-36-873,8/9/2021,Nitzschia,N19,NA,NA,NA,NA,NA,
1260,20210809-36-873,8/9/2021,Nitzschia,N20,NA,NA,NA,NA,NA,
1261,20210809-36-873,8/9/2021,Opephora,N1,NA,NA,NA,NA,NA,
1262,20210809-36-873,8/9/2021,Opephora,N2,NA,NA,NA,NA,NA,
1263,20210809-36-873,8/9/2021,Opephora,N3,NA,NA,NA,NA,NA,
1264,20210809-36-873,8/9/2021,Opephora,N4,NA,NA,NA,NA,NA,
1265,20210809-36-873,8/9/2021,Opephora,N5,NA,NA,NA,NA,NA,
1266,20210809-36-873,8/9/2021,Opephora,N6,NA,NA,NA,NA,NA,
1267,20210809-36-873,8/9/2021,Opephora,N7,NA,NA,NA,NA,NA,
1268,20210809-36-873,8/9/2021,Opephora,N8,NA,NA,NA,NA,NA,
1269,20210809-36-873,8/9/2021,Opephora,N9,NA,NA,NA,NA,NA,
1270,20210809-36-873,8/9/2021,Opephora,N10,NA,NA,NA,NA,NA,
1271,20210809-36-873,8/9/2021,Opephora,N11,NA,NA,NA,NA,NA,
1272,20210809-36-873,8/9/2021,Opephora,N12,NA,NA,NA,NA,NA,
1273,20210809-36-873,8/9/2021,Opephora,N13,NA,NA,NA,NA,NA,
1274,20210809-36-873,8/9/2021,Opephora,N14,NA,NA,NA,NA,NA,
1275,20210809-36-873,8/9/2021,Opephora,N15,NA,NA,NA,NA,NA,
1276,20210809-36-873,8/9/2021,Opephora,N16,NA,NA,NA,NA,NA,
1277,20210809-36-873,8/9/2021,Opephora,N17,NA,NA,NA,NA,NA,
1278,20210809-36-873,8/9/2021,Opephora,N18,NA,NA,NA,NA,NA,
1279,20210809-36-873,8/9/2021,Opephora,N19,NA,NA,NA,NA,NA,
1280,20210809-36-873,8/9/2021,Opephora,N20,NA,NA,NA,NA,NA,
1281,20210809-36-873,8/9/2021,Pandorina,N1,NA,NA,NA,NA,NA,
1282,20210809-36-873,8/9/2021,Pandorina,N2,NA,NA,NA,NA,NA,
1283,20210809-36-873,8/9/2021,Pandorina,N3,NA,NA,NA,NA,NA,
1284,20210809-36-873,8/9/2021,Pandorina,N4,NA,NA,NA,NA,NA,
1285,20210809-36-873,8/9/2021,Pandorina,N5,NA,NA,NA,NA,NA,
1286,20210809-36-873,8/9/2021,Pandorina,N6,NA,NA,NA,NA,NA,
1287,20210809-36-873,8/9/2021,Pandorina,N7,NA,NA,NA,NA,NA,
1288,20210809-36-873,8/9/2021,Pandorina,N8,NA,NA,NA,NA,NA,
1289,20210809-36-873,8/9/2021,Pandorina,N9,NA,NA,NA,NA,NA,
1290,20210809-36-873,8/9/2021,Pandorina,N10,NA,NA,NA,NA,NA,
1291,20210809-36-873,8/9/2021,Pandorina,N11,NA,NA,NA,NA,NA,
1292,20210809-36-873,8/9/2021,Pandorina,N12,NA,NA,NA,NA,NA,
1293,20210809-36-873,8/9/2021,Pandorina,N13,NA,NA,NA,NA,NA,
1294,20210809-36-873,8/9/2021,Pandorina,N14,NA,NA,NA,NA,NA,
1295,20210809-36-873,8/9/2021,Pandorina,N15,NA,NA,NA,NA,NA,
1296,20210809-36-873,8/9/2021,Pandorina,N16,NA,NA,NA,NA,NA,
1297,20210809-36-873,8/9/2021,Pandorina,N17,NA,NA,NA,NA,NA,
1298,20210809-36-873,8/9/2021,Pandorina,N18,NA,NA,NA,NA,NA,
1299,20210809-36-873,8/9/2021,Pandorina,N19,NA,NA,NA,NA,NA,
1300,20210809-36-873,8/9/2021,Pandorina,N20,NA,NA,NA,NA,NA,
1301,20210809-36-873,8/9/2021,Planktothrix,N1,NA,NA,NA,NA,NA,
1302,20210809-36-873,8/9/2021,Planktothrix,N2,NA,NA,NA,NA,NA,
1303,20210809-36-873,8/9/2021,Planktothrix,N3,NA,NA,NA,NA,NA,
1304,20210809-36-873,8/9/2021,Planktothrix,N4,NA,NA,NA,NA,NA,
1305,20210809-36-873,8/9/2021,Planktothrix,N5,NA,NA,NA,NA,NA,
1306,20210809-36-873,8/9/2021,Planktothrix,N6,NA,NA,NA,NA,NA,
1307,20210809-36-873,8/9/2021,Planktothrix,N7,NA,NA,NA,NA,NA,
1308,20210809-36-873,8/9/2021,Planktothrix,N8,NA,NA,NA,NA,NA,
1309,20210809-36-873,8/9/2021,Planktothrix,N9,NA,NA,NA,NA,NA,
1310,20210809-36-873,8/9/2021,Planktothrix,N10,NA,NA,NA,NA,NA,
1311,20210809-36-873,8/9/2021,Planktothrix,N11,NA,NA,NA,NA,NA,
1312,20210809-36-873,8/9/2021,Planktothrix,N12,NA,NA,NA,NA,NA,
1313,20210809-36-873,8/9/2021,Planktothrix,N13,NA,NA,NA,NA,NA,
1314,20210809-36-873,8/9/2021,Planktothrix,N14,NA,NA,NA,NA,NA,
1315,20210809-36-873,8/9/2021,Planktothrix,N15,NA,NA,NA,NA,NA,
1316,20210809-36-873,8/9/2021,Planktothrix,N16,NA,NA,NA,NA,NA,
1317,20210809-36-873,8/9/2021,Planktothrix,N17,NA,NA,NA,NA,NA,
1318,20210809-36-873,8/9/2021,Planktothrix,N18,NA,NA,NA,NA,NA,
1319,20210809-36-873,8/9/2021,Planktothrix,N19,NA,NA,NA,NA,NA,
1320,20210809-36-873,8/9/2021,Planktothrix,N20,NA,NA,NA,NA,NA,
1321,20210809-36-873,8/9/2021,Pseudanabaena,N1,10,1.25,NA,NA,NA,
1322,20210809-36-873,8/9/2021,Pseudanabaena,N2,7.5,1.25,NA,NA,NA,
1323,20210809-36-873,8/9/2021,Pseudanabaena,N3,10,1.25,NA,NA,NA,
1324,20210809-36-873,8/9/2021,Pseudanabaena,N4,7.5,1.25,NA,NA,NA,
1325,20210809-36-873,8/9/2021,Pseudanabaena,N5,12.5,1.25,NA,NA,NA,
1326,20210809-36-873,8/9/2021,Pseudanabaena,N6,12.5,1.25,NA,NA,NA,
1327,20210809-36-873,8/9/2021,Pseudanabaena,N7,10,1.25,NA,NA,NA,
1328,20210809-36-873,8/9/2021,Pseudanabaena,N8,10,1.25,NA,NA,NA,
1329,20210809-36-873,8/9/2021,Pseudanabaena,N9,12.5,1.25,NA,NA,NA,
1330,20210809-36-873,8/9/2021,Pseudanabaena,N10,10,1.25,NA,NA,NA,
1331,20210809-36-873,8/9/2021,Pseudanabaena,N11,12.5,1.25,NA,NA,NA,
1332,20210809-36-873,8/9/2021,Pseudanabaena,N12,12.5,1.25,NA,NA,NA,
1333,20210809-36-873,8/9/2021,Pseudanabaena,N13,7.5,1.25,NA,NA,NA,
1334,20210809-36-873,8/9/2021,Pseudanabaena,N14,10,1.25,NA,NA,NA,
1335,20210809-36-873,8/9/2021,Pseudanabaena,N15,10,1.25,NA,NA,NA,
1336,20210809-36-873,8/9/2021,Pseudanabaena,N16,10,1.25,NA,NA,NA,
1337,20210809-36-873,8/9/2021,Pseudanabaena,N17,12.5,1.25,NA,NA,NA,
1338,20210809-36-873,8/9/2021,Pseudanabaena,N18,7.5,1.25,NA,NA,NA,
1339,20210809-36-873,8/9/2021,Pseudanabaena,N19,12.5,1.25,NA,NA,NA,
1340,20210809-36-873,8/9/2021,Pseudanabaena,N20,10,1.25,NA,NA,NA,
1341,20210809-36-873,8/9/2021,Rhizosolenia,N1,NA,NA,NA,NA,NA,
1342,20210809-36-873,8/9/2021,Rhizosolenia,N2,NA,NA,NA,NA,NA,
1343,20210809-36-873,8/9/2021,Rhizosolenia,N3,NA,NA,NA,NA,NA,
1344,20210809-36-873,8/9/2021,Rhizosolenia,N4,NA,NA,NA,NA,NA,
1345,20210809-36-873,8/9/2021,Rhizosolenia,N5,NA,NA,NA,NA,NA,
1346,20210809-36-873,8/9/2021,Rhizosolenia,N6,NA,NA,NA,NA,NA,
1347,20210809-36-873,8/9/2021,Rhizosolenia,N7,NA,NA,NA,NA,NA,
1348,20210809-36-873,8/9/2021,Rhizosolenia,N8,NA,NA,NA,NA,NA,
1349,20210809-36-873,8/9/2021,Rhizosolenia,N9,NA,NA,NA,NA,NA,
1350,20210809-36-873,8/9/2021,Rhizosolenia,N10,NA,NA,NA,NA,NA,
